ImagePath,Layer_1_True,Layer_1_ans,Layer_1_conf,Layer_2_True,Layer_2_ans,Layer_2_conf,Layer_3_True,Layer_3_ans,Layer_3_conf,sub_class,sub_conf,subtwo_class,subtwo_conf,super_class,super_conf
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF DEFECT@NP@CF@CF_B6197BL-1-3.jpg,CF,CF,0.9998,NP,NP,0.9705,CF DEFECT,CF REPAIR FAIL,0.9373,"['NP', 'OP', 'INT', 'UP']","['0.9373', '0.0615', '0.0010', '3.6078']","['CF REPAIR FAIL', 'FIBER', 'CF DEFECT', 'POLYMER', 'GLASS CULLET']","['0.9705', '0.0138', '0.0057', '0.0056', '0.0023']","['CF', 'TFT']","['0.9998', '0.0001']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B58Q2US-1-3.jpg,CF,CF,0.9999,OP,OP,0.9988,FIBER,FIBER,0.9998,"['OP', 'NP', 'UP', 'INT']","['0.9998', '0.0001', '5.5983', '1.3602']","['FIBER', 'POLYMER', 'GLASS CULLET', 'CF REPAIR FAIL', 'PI SPOT-WITH PAR']","['0.9988', '0.0007', '0.0003', '9.8201', '6.1146']","['CF', 'TFT']","['0.9999', '7.8836']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_B5D78PC-1-3.jpg,TFT,TFT,0.9999,NP,NP,0.8135,PV-HOLE-T,ITO-RESIDUE-T,0.9946,"['NP', 'OP', 'INT', 'UP']","['0.9946', '0.0021', '0.0017', '0.0014']","['ITO-RESIDUE-T', 'M1-ABNORMAL', 'PV-HOLE-T', 'ESD', 'CF PS DEFORMATION']","['0.8135', '0.1448', '0.0235', '0.0073', '0.0050']","['TFT', 'CF']","['0.9999', '1.2152']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B5AY6RA-1-3.jpg,CF,CF,0.9999,OP,OP,0.5061,POLYMER,POLYMER,0.9958,"['OP', 'NP', 'UP', 'INT']","['0.9958', '0.0041', '2.6686', '6.8005']","['POLYMER', 'GLASS CULLET', 'CF REPAIR FAIL', 'CF DEFECT', 'FIBER']","['0.5061', '0.4646', '0.0219', '0.0060', '0.0009']","['CF', 'TFT']","['0.9999', '4.1558']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_H5E51QJ-1-3.jpg,TFT,TFT,0.9534,UP,UP,0.8285,PI SPOT-WITH PAR,PI SPOT-WITH PAR,0.7461,"['UP', 'NP', 'OP', 'INT']","['0.7461', '0.1618', '0.0714', '0.0206']","['PI SPOT-WITH PAR', 'PV-HOLE-T', 'CF REPAIR FAIL', 'POLYMER', 'FIBER']","['0.8285', '0.0509', '0.0362', '0.0252', '0.0231']","['TFT', 'CF']","['0.9534', '0.0465']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B5CM1XB-1-3.jpg,CF,CF,0.9999,OP,OP,0.5681,POLYMER,POLYMER,0.9986,"['OP', 'NP', 'INT', 'UP']","['0.9986', '0.0012', '1.3360', '1.2158']","['POLYMER', 'GLASS CULLET', 'CF DEFECT', 'CF REPAIR FAIL', 'FIBER']","['0.5681', '0.4275', '0.0021', '0.0013', '0.0005']","['CF', 'TFT']","['0.9999', '4.8325']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_B61F71N-1-3.jpg,TFT,TFT,0.9999,NP,NP,0.9466,PV-HOLE-T,PV-HOLE-T,0.6269,"['NP', 'UP', 'INT', 'OP']","['0.6269', '0.2083', '0.1392', '0.0254']","['PV-HOLE-T', 'POLYMER', 'PI SPOT-WITH PAR', 'M1-ABNORMAL', 'ESD']","['0.9466', '0.0251', '0.0163', '0.0044', '0.0032']","['TFT', 'CF']","['0.9999', '2.5163']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_6Q3B50F1S0BD-1-3.jpg,CF,CF,0.9999,OP,NP,0.6489,FIBER,CF REPAIR FAIL,0.5267,"['NP', 'OP', 'UP', 'INT']","['0.5267', '0.4732', '8.6433', '1.7595']","['CF REPAIR FAIL', 'FIBER', 'POLYMER', 'GLASS CULLET', 'CF DEFECT']","['0.6489', '0.3141', '0.0232', '0.0076', '0.0036']","['CF', 'TFT']","['0.9999', '4.9564']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_7U3B1BG2B0BB-1-2.jpg,TFT,TFT,0.9999,INT,INT,0.9988,ESD,GLASS BROKEN,0.9999,"['INT', 'NP', 'UP', 'OP']","['0.9999', '5.6940', '1.1167', '1.4815']","['GLASS BROKEN', 'ESD', 'PV-HOLE-T', 'M1-ABNORMAL', 'CF DEFECT']","['0.9988', '0.0011', '6.2075', '8.9905', '4.3277']","['TFT', 'CF']","['0.9999', '1.3140']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF DEFECT@NP@CF@CF_B5CV0RF-1-3.jpg,CF,CF,0.9999,NP,NP,0.5789,CF DEFECT,CF DEFECT,0.8447,"['NP', 'OP', 'UP', 'INT']","['0.8447', '0.1538', '0.0014', '1.0240']","['CF DEFECT', 'GLASS CULLET', 'CF PS DEFORMATION', 'CF REPAIR FAIL', 'POLYMER']","['0.5789', '0.3348', '0.0764', '0.0065', '0.0013']","['CF', 'TFT']","['0.9999', '7.8692']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B4WQ5AF-1-3.jpg,CF,CF,0.9999,OP,OP,0.4656,FIBER,FIBER,0.8675,"['OP', 'NP', 'INT', 'UP']","['0.8675', '0.1321', '0.0002', '4.9682']","['FIBER', 'CF REPAIR FAIL', 'GLASS CULLET', 'POLYMER', 'CF DEFECT']","['0.4656', '0.4287', '0.0501', '0.0468', '0.0080']","['CF', 'TFT']","['0.9999', '1.0718']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B91U92D-1-3.jpg,TFT,TFT,0.9989,UP,NP,0.4907,FIBER,POLYMER,0.4542,"['NP', 'OP', 'UP', 'INT']","['0.4542', '0.3118', '0.2338', '3.8061']","['POLYMER', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'M1-ABNORMAL', 'PI SPOT-WITH PAR']","['0.4907', '0.2680', '0.1470', '0.0512', '0.0227']","['TFT', 'CF']","['0.9989', '0.0010']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B57L7SH-1-3.jpg,CF,CF,0.9999,OP,OP,0.6084,GLASS CULLET,POLYMER,0.9990,"['OP', 'NP', 'INT', 'UP']","['0.9990', '0.0009', '7.5332', '2.2191']","['POLYMER', 'GLASS CULLET', 'FIBER', 'CF REPAIR FAIL', 'CF DEFECT']","['0.6084', '0.2535', '0.1261', '0.0110', '0.0007']","['CF', 'TFT']","['0.9999', '3.0060']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B5654ZJ-1-3.jpg,CF,CF,0.9999,OP,OP,0.8676,POLYMER,POLYMER,0.9998,"['OP', 'NP', 'UP', 'INT']","['0.9998', '0.0001', '5.8132', '1.8466']","['POLYMER', 'GLASS CULLET', 'FIBER', 'CF REPAIR FAIL', 'LIGHT METAL']","['0.8676', '0.0808', '0.0508', '0.0003', '7.1046']","['CF', 'TFT']","['0.9999', '2.2509']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF PS DEFORMATION@NP@CF@CF_B4VV0YB-1-3.jpg,CF,CF,0.9999,NP,NP,0.9979,CF PS DEFORMATION,CF PS DEFORMATION,0.9994,"['NP', 'OP', 'UP', 'INT']","['0.9994', '0.0005', '1.2277', '8.7333']","['CF PS DEFORMATION', 'CF DEFECT', 'CF REPAIR FAIL', 'GLASS CULLET', 'ITO-RESIDUE-T']","['0.9979', '0.0013', '0.0006', '4.6596', '5.6327']","['CF', 'TFT']","['0.9999', '3.8308']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_H5E56CC-1-3.jpg,TFT,TFT,0.9932,NP,NP,0.5811,M1-ABNORMAL,ITO-RESIDUE-T,0.9955,"['NP', 'OP', 'UP', 'INT']","['0.9955', '0.0028', '0.0015', '3.5722']","['ITO-RESIDUE-T', 'PV-HOLE-T', 'M1-ABNORMAL', 'AS-RESIDUE-E', 'CF PS DEFORMATION']","['0.5811', '0.2645', '0.1266', '0.0111', '0.0051']","['TFT', 'CF']","['0.9932', '0.0067']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B8617TH-1-3.jpg,TFT,TFT,0.9998,UP,UP,0.8072,FIBER,FIBER,0.7987,"['UP', 'OP', 'NP', 'INT']","['0.7987', '0.1558', '0.0453', '1.2315']","['FIBER', 'PI SPOT-WITH PAR', 'PV-HOLE-T', 'POLYMER', 'M1-ABNORMAL']","['0.8072', '0.1043', '0.0482', '0.0395', '0.0001']","['TFT', 'CF']","['0.9998', '0.0001']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_B1103YH-1-3.jpg,CF,CF,0.9999,UP,UP,0.9989,LIGHT METAL,LIGHT METAL,0.9993,"['UP', 'NP', 'OP', 'INT']","['0.9993', '0.0004', '0.0001', '2.6793']","['LIGHT METAL', 'CF DEFECT', 'PI SPOT-WITH PAR', 'GLASS CULLET', 'CF PS DEFORMATION']","['0.9989', '0.0003', '0.0002', '0.0002', '0.0001']","['CF', 'TFT']","['0.9999', '3.7225']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_B4MB8GB-1-3.jpg,CF,CF,0.9999,UP,UP,0.8266,LIGHT METAL,LIGHT METAL,0.7760,"['UP', 'OP', 'NP', 'INT']","['0.7760', '0.1341', '0.0898', '1.1823']","['LIGHT METAL', 'GLASS CULLET', 'CF DEFECT', 'CF PS DEFORMATION', 'CF REPAIR FAIL']","['0.8266', '0.1514', '0.0137', '0.0031', '0.0029']","['CF', 'TFT']","['0.9999', '1.1907']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B4UZ0ND-1-3.jpg,CF,CF,0.9999,OP,NP,0.6866,GLASS CULLET,CF DEFECT,0.9395,"['NP', 'OP', 'INT', 'UP']","['0.9395', '0.0599', '0.0003', '0.0001']","['CF DEFECT', 'CF REPAIR FAIL', 'GLASS CULLET', 'CF PS DEFORMATION', 'POLYMER']","['0.6866', '0.1649', '0.1267', '0.0192', '0.0016']","['CF', 'TFT']","['0.9999', '1.7767']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_7U3B1BG2B0BB-1-3.jpg,TFT,TFT,0.9999,INT,INT,0.8517,ESD,GLASS BROKEN,0.9974,"['INT', 'UP', 'NP', 'OP']","['0.9974', '0.0021', '0.0003', '5.0513']","['GLASS BROKEN', 'ESD', 'PI SPOT-WITH PAR', 'PV-HOLE-T', 'POLYMER']","['0.8517', '0.1445', '0.0013', '0.0008', '0.0006']","['TFT', 'CF']","['0.9999', '2.3443']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B5AZ5WL-1-4.jpg,TFT,TFT,0.9999,NP,NP,0.9968,AS-RESIDUE-E,M1-ABNORMAL,0.9999,"['NP', 'UP', 'OP', 'INT']","['0.9999', '4.3454', '9.1398', '2.9966']","['M1-ABNORMAL', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'AS-RESIDUE-E', 'CF PS DEFORMATION']","['0.9968', '0.0025', '0.0003', '0.0001', '1.8645']","['TFT', 'CF']","['0.9999', '4.0201']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_BATX5AH-1-3.jpg,TFT,TFT,0.9999,NP,NP,0.9734,M1-ABNORMAL,PV-HOLE-T,0.9728,"['NP', 'UP', 'OP', 'INT']","['0.9728', '0.0255', '0.0016', '3.4579']","['PV-HOLE-T', 'AS-RESIDUE-E', 'PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'POLYMER']","['0.9734', '0.0070', '0.0070', '0.0068', '0.0040']","['TFT', 'CF']","['0.9999', '5.0854']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_B5634TM-1-3.jpg,TFT,TFT,0.9999,NP,NP,0.4290,PV-HOLE-T,PV-HOLE-T,0.9979,"['NP', 'UP', 'OP', 'INT']","['0.9979', '0.0015', '0.0005', '8.8132']","['PV-HOLE-T', 'ITO-RESIDUE-T', 'M1-ABNORMAL', 'AS-RESIDUE-E', 'PI SPOT-WITH PAR']","['0.4290', '0.3799', '0.1568', '0.0279', '0.0035']","['TFT', 'CF']","['0.9999', '6.9075']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_B5CG14M-1-3.jpg,TFT,TFT,0.9999,UP,UP,0.9301,PI SPOT-WITH PAR,PI SPOT-WITH PAR,0.7113,"['UP', 'INT', 'NP', 'OP']","['0.7113', '0.1668', '0.1190', '0.0028']","['PI SPOT-WITH PAR', 'PV-HOLE-T', 'ESD', 'POLYMER', 'CF REPAIR FAIL']","['0.9301', '0.0347', '0.0229', '0.0052', '0.0032']","['TFT', 'CF']","['0.9999', '7.7980']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B5DD4FP-1-3.jpg,TFT,TFT,0.9879,UP,INT,0.9320,FIBER,ESD,0.8578,"['INT', 'NP', 'OP', 'UP']","['0.8578', '0.1309', '0.0061', '0.0050']","['ESD', 'CF REPAIR FAIL', 'M1-ABNORMAL', 'PI SPOT-WITH PAR', 'POLYMER']","['0.9320', '0.0519', '0.0047', '0.0040', '0.0020']","['TFT', 'CF']","['0.9879', '0.0120']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B81X1WG-1-3.jpg,TFT,TFT,0.9998,UP,UP,0.5456,FIBER,PI SPOT-WITH PAR,0.9993,"['UP', 'NP', 'OP', 'INT']","['0.9993', '0.0004', '0.0001', '2.2020']","['PI SPOT-WITH PAR', 'FIBER', 'POLYMER', 'PV-HOLE-T', 'CF REPAIR FAIL']","['0.5456', '0.4465', '0.0071', '0.0005', '6.6267']","['TFT', 'CF']","['0.9998', '0.0001']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B1BC54L-1-1.jpg,TFT,TFT,0.9999,INT,INT,0.9996,ESD,ESD,0.9999,"['INT', 'NP', 'UP', 'OP']","['0.9999', '2.5661', '1.6893', '2.1014']","['ESD', 'GLASS BROKEN', 'PV-HOLE-T', 'CF REPAIR FAIL', 'PI SPOT-WITH PAR']","['0.9996', '0.0003', '1.7361', '5.1575', '3.5366']","['TFT', 'CF']","['0.9999', '1.4700']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B5CV0CN-1-3.jpg,CF,CF,0.9999,OP,OP,0.9906,FIBER,FIBER,0.9984,"['OP', 'NP', 'UP', 'INT']","['0.9984', '0.0010', '0.0005', '3.2854']","['FIBER', 'POLYMER', 'GLASS CULLET', 'CF REPAIR FAIL', 'PI SPOT-WITH PAR']","['0.9906', '0.0084', '0.0007', '0.0001', '7.8620']","['CF', 'TFT']","['0.9999', '4.4877']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_B62X9UC-1-3.jpg,CF,CF,0.9999,UP,UP,0.9975,LIGHT METAL,LIGHT METAL,0.9964,"['UP', 'OP', 'NP', 'INT']","['0.9964', '0.0034', '0.0001', '1.5731']","['LIGHT METAL', 'GLASS CULLET', 'POLYMER', 'FIBER', 'PI SPOT-WITH PAR']","['0.9975', '0.0021', '0.0001', '4.2713', '3.9061']","['CF', 'TFT']","['0.9999', '6.9033']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_BATT8SM-1-3.jpg,TFT,TFT,0.9999,NP,NP,0.9092,M1-ABNORMAL,M1-ABNORMAL,0.9876,"['NP', 'UP', 'OP', 'INT']","['0.9876', '0.0122', '7.9771', '5.7580']","['M1-ABNORMAL', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'ESD', 'PI SPOT-WITH PAR']","['0.9092', '0.0574', '0.0217', '0.0048', '0.0040']","['TFT', 'CF']","['0.9999', '2.0863']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@TFT@Cell_B62X2HA-1-3.jpg,TFT,TFT,0.9999,OP,INT,0.3936,POLYMER,PI SPOT-WITH PAR,0.5533,"['INT', 'UP', 'NP', 'OP']","['0.5533', '0.1910', '0.1852', '0.0703']","['PI SPOT-WITH PAR', 'PV-HOLE-T', 'POLYMER', 'FIBER', 'ESD']","['0.3936', '0.3550', '0.1760', '0.0357', '0.0292']","['TFT', 'CF']","['0.9999', '4.1180']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_B5B11KT-1-3.jpg,TFT,TFT,0.9999,NP,NP,0.6043,PV-HOLE-T,PV-HOLE-T,0.5224,"['NP', 'UP', 'INT', 'OP']","['0.5224', '0.3421', '0.1252', '0.0101']","['PV-HOLE-T', 'POLYMER', 'PI SPOT-WITH PAR', 'ESD', 'M1-ABNORMAL']","['0.6043', '0.2015', '0.1241', '0.0276', '0.0169']","['TFT', 'CF']","['0.9999', '9.8918']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B51F9EM-2-3.jpg,CF,CF,0.9999,UP,UP,0.9999,PI SPOT-WITH PAR,PI SPOT-WITH PAR,0.9999,"['UP', 'NP', 'OP', 'INT']","['0.9999', '5.3708', '1.7240', '5.9019']","['PI SPOT-WITH PAR', 'LIGHT METAL', 'CF DEFECT', 'CF REPAIR FAIL', 'GLASS CULLET']","['0.9999', '5.9320', '1.5232', '1.2266', '1.4990']","['CF', 'TFT']","['0.9999', '1.6948']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF DEFECT@NP@CF@CF_B4U61PE-1-3.jpg,CF,CF,1.0,NP,NP,0.9906,CF DEFECT,CF DEFECT,0.9999,"['NP', 'OP', 'UP', 'INT']","['0.9999', '6.1203', '2.8318', '8.3941']","['CF DEFECT', 'CF REPAIR FAIL', 'CF PS DEFORMATION', 'GLASS CULLET', 'PI SPOT-WITH PAR']","['0.9906', '0.0076', '0.0016', '3.2987', '2.1348']","['CF', 'TFT']","['1.0', '1.2822']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B64C5RH-1-5.jpg,TFT,TFT,1.0,NP,NP,0.7357,AS-RESIDUE-E,PV-HOLE-T,0.9905,"['NP', 'INT', 'UP', 'OP']","['0.9905', '0.0083', '0.0005', '0.0005']","['PV-HOLE-T', 'M1-ABNORMAL', 'AS-RESIDUE-E', 'GLASS BROKEN', 'POLYMER']","['0.7357', '0.2028', '0.0309', '0.0167', '0.0122']","['TFT', 'CF']","['1.0', '1.3585']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B4NV6TS-1-3.jpg,TFT,TFT,0.9999,UP,UP,0.9827,POLYMER,FIBER,0.9934,"['UP', 'NP', 'OP', 'INT']","['0.9934', '0.0059', '0.0005', '2.8847']","['FIBER', 'PI SPOT-WITH PAR', 'POLYMER', 'PV-HOLE-T', 'ITO-RESIDUE-T']","['0.9827', '0.0101', '0.0058', '0.0012', '3.5369']","['TFT', 'CF']","['0.9999', '2.2051']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_B5052PC-1-3.jpg,CF,CF,0.9999,UP,UP,0.8957,LIGHT METAL,LIGHT METAL,0.8298,"['UP', 'OP', 'NP', 'INT']","['0.8298', '0.1656', '0.0045', '1.8364']","['LIGHT METAL', 'GLASS CULLET', 'POLYMER', 'CF DEFECT', 'CF PS DEFORMATION']","['0.8957', '0.0983', '0.0032', '0.0011', '0.0007']","['CF', 'TFT']","['0.9999', '2.7578']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF REPAIR FAIL@NP@CF@CF_B60N7SA-1-3.jpg,CF,CF,0.9999,NP,NP,0.8925,CF REPAIR FAIL,CF REPAIR FAIL,0.9894,"['NP', 'OP', 'INT', 'UP']","['0.9894', '0.0102', '0.0002', '2.3694']","['CF REPAIR FAIL', 'CF DEFECT', 'GLASS CULLET', 'POLYMER', 'CF PS DEFORMATION']","['0.8925', '0.1039', '0.0026', '0.0004', '0.0001']","['CF', 'TFT']","['0.9999', '3.9355']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B58A1RQ-1-3.jpg,TFT,TFT,0.9999,NP,NP,0.4039,ITO-RESIDUE-T,ITO-RESIDUE-T,0.9875,"['NP', 'UP', 'OP', 'INT']","['0.9875', '0.0089', '0.0017', '0.0017']","['ITO-RESIDUE-T', 'M1-ABNORMAL', 'ESD', 'PV-HOLE-T', 'PI SPOT-WITH PAR']","['0.4039', '0.3246', '0.1115', '0.0824', '0.0569']","['TFT', 'CF']","['0.9999', '5.8357']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B4NN8NM-1-5.jpg,CF,CF,0.9999,UP,UP,0.9917,PI SPOT-WITH PAR,PI SPOT-WITH PAR,0.9602,"['UP', 'NP', 'OP', 'INT']","['0.9602', '0.0392', '0.0005', '3.3993']","['PI SPOT-WITH PAR', 'CF REPAIR FAIL', 'CF DEFECT', 'CF PS DEFORMATION', 'LIGHT METAL']","['0.9917', '0.0048', '0.0017', '0.0013', '0.0002']","['CF', 'TFT']","['0.9999', '2.5736']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@TFT@Cell_B59E4EN-1-3.jpg,TFT,TFT,0.9999,OP,OP,0.9707,POLYMER,POLYMER,0.8840,"['OP', 'UP', 'NP', 'INT']","['0.8840', '0.0980', '0.0178', '2.1984']","['POLYMER', 'PV-HOLE-T', 'FIBER', 'M1-ABNORMAL', 'PI SPOT-WITH PAR']","['0.9707', '0.0281', '0.0005', '0.0004', '8.5062']","['TFT', 'CF']","['0.9999', '8.5304']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B5BK9MG-1-3.jpg,CF,CF,0.9999,OP,OP,0.8845,POLYMER,POLYMER,0.9976,"['OP', 'NP', 'UP', 'INT']","['0.9976', '0.0020', '0.0002', '1.0348']","['POLYMER', 'GLASS CULLET', 'FIBER', 'CF DEFECT', 'CF REPAIR FAIL']","['0.8845', '0.1089', '0.0020', '0.0018', '0.0013']","['CF', 'TFT']","['0.9999', '3.4847']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS BROKEN@INT@TFT@Cell_6Q3B5DG5K0GD-1-3.jpg,TFT,TFT,0.9999,INT,INT,0.9982,GLASS BROKEN,GLASS BROKEN,0.9999,"['INT', 'UP', 'NP', 'OP']","['0.9999', '4.6662', '1.1438', '3.5134']","['GLASS BROKEN', 'ESD', 'LIGHT METAL', 'M1-ABNORMAL', 'CF DEFECT']","['0.9982', '0.0017', '1.4762', '7.0447', '3.7998']","['TFT', 'CF']","['0.9999', '5.9590']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_B6138DJ-1-3.jpg,TFT,TFT,0.9993,UP,NP,0.3146,PI SPOT-WITH PAR,FIBER,0.6059,"['NP', 'UP', 'OP', 'INT']","['0.6059', '0.3357', '0.0526', '0.0055']","['FIBER', 'POLYMER', 'PV-HOLE-T', 'PI SPOT-WITH PAR', 'M1-ABNORMAL']","['0.3146', '0.2416', '0.2080', '0.1300', '0.0485']","['TFT', 'CF']","['0.9993', '0.0006']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B5DQ4UJ-1-3.jpg,CF,CF,0.9999,OP,OP,0.6196,POLYMER,POLYMER,0.9999,"['OP', 'NP', 'INT', 'UP']","['0.9999', '1.1354', '1.9450', '4.2228']","['POLYMER', 'GLASS CULLET', 'FIBER', 'CF REPAIR FAIL', 'CF DEFECT']","['0.6196', '0.3608', '0.0192', '0.0001', '1.3492']","['CF', 'TFT']","['0.9999', '7.0587']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B56Z6UP-1-3.jpg,TFT,TFT,0.9999,NP,NP,0.6771,ITO-RESIDUE-T,ITO-RESIDUE-T,0.9863,"['NP', 'UP', 'OP', 'INT']","['0.9863', '0.0119', '0.0011', '0.0004']","['ITO-RESIDUE-T', 'M1-ABNORMAL', 'PV-HOLE-T', 'PI SPOT-WITH PAR', 'ESD']","['0.6771', '0.1858', '0.0707', '0.0284', '0.0179']","['TFT', 'CF']","['0.9999', '3.9989']"
