ImagePath,Layer_1_True,Layer_1_ans,Layer_1_conf,Layer_2_True,Layer_2_ans,Layer_2_conf,sub_class,sub_conf,super_class,super_conf
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_B62X9UC-1-3.jpg,UP,UP,0.5769,LIGHT METAL,LIGHT METAL,0.5078,"['LIGHT METAL', 'POLYMER', 'GLASS CULLET', 'FIBER', 'CF REPAIR FAIL']","['0.5078', '0.4433', '0.0457', '0.0020', '0.0003']","['UP', 'OP', 'NP', 'INT']","['0.5769', '0.4185', '0.0045', '8.4224']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_BATT8SM-1-3.jpg,NP,NP,0.9990,M1-ABNORMAL,M1-ABNORMAL,0.8262,"['M1-ABNORMAL', 'AS-RESIDUE-E', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'ESD']","['0.8262', '0.1064', '0.0610', '0.0057', '0.0002']","['NP', 'INT', 'UP', 'OP']","['0.9990', '0.0004', '0.0004', '0.0001']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@TFT@Cell_B62X2HA-1-3.jpg,OP,OP,0.5818,POLYMER,POLYMER,0.9729,"['POLYMER', 'FIBER', 'PI SPOT-WITH PAR', 'PV-HOLE-T', 'M1-ABNORMAL']","['0.9729', '0.0136', '0.0079', '0.0033', '0.0016']","['OP', 'UP', 'NP', 'INT']","['0.5818', '0.4002', '0.0178', '5.5770']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_B5B11KT-1-3.jpg,NP,NP,0.4618,PV-HOLE-T,POLYMER,0.8600,"['POLYMER', 'PV-HOLE-T', 'PI SPOT-WITH PAR', 'M1-ABNORMAL', 'AS-RESIDUE-E']","['0.8600', '0.1246', '0.0077', '0.0033', '0.0022']","['NP', 'OP', 'UP', 'INT']","['0.4618', '0.2892', '0.2472', '0.0015']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_H1G03UC-1-3.jpg,UP,NP,0.9951,PI SPOT-WITH PAR,CF DEFECT,0.6797,"['CF DEFECT', 'CF REPAIR FAIL', 'CF PS DEFORMATION', 'PI SPOT-WITH PAR', 'POLYMER']","['0.6797', '0.2977', '0.0188', '0.0011', '0.0008']","['NP', 'OP', 'UP', 'INT']","['0.9951', '0.0021', '0.0016', '0.0009']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF DEFECT@NP@CF@CF_B4U61PE-1-3.jpg,NP,NP,0.9254,CF DEFECT,CF DEFECT,0.9982,"['CF DEFECT', 'GLASS CULLET', 'CF PS DEFORMATION', 'CF REPAIR FAIL', 'POLYMER']","['0.9982', '0.0010', '0.0003', '0.0001', '0.0001']","['NP', 'OP', 'UP', 'INT']","['0.9254', '0.0743', '0.0001', '2.0148']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B4NV6TS-1-3.jpg,UP,UP,0.9975,POLYMER,FIBER,0.9586,"['FIBER', 'PI SPOT-WITH PAR', 'POLYMER', 'PV-HOLE-T', 'AS-RESIDUE-E']","['0.9586', '0.0370', '0.0037', '0.0002', '0.0002']","['UP', 'OP', 'NP', 'INT']","['0.9975', '0.0020', '0.0004', '4.7036']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_B5052PC-1-3.jpg,UP,UP,0.9998,LIGHT METAL,LIGHT METAL,0.9998,"['LIGHT METAL', 'GLASS CULLET', 'CF DEFECT', 'POLYMER', 'PI SPOT-WITH PAR']","['0.9998', '0.0001', '9.3992', '5.9781', '2.5142']","['UP', 'OP', 'NP', 'INT']","['0.9998', '9.1210', '1.7420', '7.2153']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B13F32J-1-1.jpg,INT,OP,0.7498,ESD,FIBER,0.4157,"['FIBER', 'POLYMER', 'CF REPAIR FAIL', 'CF PS DEFORMATION', 'GLASS CULLET']","['0.4157', '0.1568', '0.1140', '0.1046', '0.0724']","['OP', 'NP', 'INT', 'UP']","['0.7498', '0.1916', '0.0311', '0.0272']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF REPAIR FAIL@NP@CF@CF_B60N7SA-1-3.jpg,NP,NP,0.9654,CF REPAIR FAIL,CF DEFECT,0.8864,"['CF DEFECT', 'CF REPAIR FAIL', 'GLASS CULLET', 'POLYMER', 'CF PS DEFORMATION']","['0.8864', '0.0969', '0.0128', '0.0023', '0.0011']","['NP', 'OP', 'UP', 'INT']","['0.9654', '0.0344', '2.8567', '2.3482']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B58A1RQ-1-3.jpg,NP,NP,0.8039,ITO-RESIDUE-T,ITO-RESIDUE-T,0.8718,"['ITO-RESIDUE-T', 'M1-ABNORMAL', 'POLYMER', 'PI SPOT-WITH PAR', 'PV-HOLE-T']","['0.8718', '0.0666', '0.0389', '0.0136', '0.0057']","['NP', 'OP', 'UP', 'INT']","['0.8039', '0.1210', '0.0749', '1.0729']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@TFT@Cell_B59E4EN-1-3.jpg,OP,OP,0.9569,POLYMER,POLYMER,0.9727,"['POLYMER', 'PV-HOLE-T', 'AS-RESIDUE-E', 'M1-ABNORMAL', 'FIBER']","['0.9727', '0.0227', '0.0039', '0.0004', '6.7899']","['OP', 'NP', 'UP', 'INT']","['0.9569', '0.0423', '0.0007', '5.3680']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B5BK9MG-1-3.jpg,OP,OP,0.9975,POLYMER,POLYMER,0.9476,"['POLYMER', 'FIBER', 'GLASS CULLET', 'PV-HOLE-T', 'M1-ABNORMAL']","['0.9476', '0.0477', '0.0026', '0.0006', '0.0004']","['OP', 'UP', 'NP', 'INT']","['0.9975', '0.0012', '0.0009', '0.0001']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS BROKEN@INT@TFT@Cell_6Q3B5DG5K0GD-1-3.jpg,INT,INT,0.9999,GLASS BROKEN,GLASS BROKEN,0.9999,"['GLASS BROKEN', 'ESD', 'AS-RESIDUE-E', 'M1-ABNORMAL', 'GLASS CULLET']","['0.9999', '1.7253', '1.1861', '3.7893', '1.7101']","['INT', 'NP', 'UP', 'OP']","['0.9999', '1.8668', '2.9098', '2.8337']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_B6138DJ-1-3.jpg,UP,UP,0.9973,PI SPOT-WITH PAR,PI SPOT-WITH PAR,0.7728,"['PI SPOT-WITH PAR', 'POLYMER', 'FIBER', 'PV-HOLE-T', 'ESD']","['0.7728', '0.1891', '0.0290', '0.0036', '0.0011']","['UP', 'NP', 'OP', 'INT']","['0.9973', '0.0024', '0.0002', '2.3086']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B5DQ4UJ-1-3.jpg,OP,OP,0.9999,POLYMER,POLYMER,0.7410,"['POLYMER', 'FIBER', 'GLASS CULLET', 'LIGHT METAL', 'AS-RESIDUE-E']","['0.7410', '0.2057', '0.0530', '6.7494', '4.0922']","['OP', 'UP', 'NP', 'INT']","['0.9999', '5.0102', '1.7696', '1.8470']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B5DD7JN-1-3.jpg,NP,NP,0.6316,AS-RESIDUE-E,ITO-RESIDUE-T,0.4426,"['ITO-RESIDUE-T', 'M1-ABNORMAL', 'POLYMER', 'PV-HOLE-T', 'PI SPOT-WITH PAR']","['0.4426', '0.3532', '0.1669', '0.0181', '0.0072']","['NP', 'OP', 'UP', 'INT']","['0.6316', '0.3368', '0.0314', '3.6598']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B37Y7EC-1-3.jpg,INT,INT,0.9808,ESD,ESD,0.7975,"['ESD', 'GLASS BROKEN', 'M1-ABNORMAL', 'AS-RESIDUE-E', 'PI SPOT-WITH PAR']","['0.7975', '0.1449', '0.0263', '0.0249', '0.0050']","['INT', 'UP', 'NP', 'OP']","['0.9808', '0.0130', '0.0060', '4.9203']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B56Z6UP-1-3.jpg,NP,NP,0.9893,ITO-RESIDUE-T,ITO-RESIDUE-T,0.8191,"['ITO-RESIDUE-T', 'AS-RESIDUE-E', 'M1-ABNORMAL', 'PV-HOLE-T', 'PI SPOT-WITH PAR']","['0.8191', '0.1401', '0.0280', '0.0069', '0.0033']","['NP', 'UP', 'OP', 'INT']","['0.9893', '0.0077', '0.0028', '4.4658']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B5637ZD-1-3.jpg,OP,OP,0.9993,GLASS CULLET,GLASS CULLET,0.8423,"['GLASS CULLET', 'POLYMER', 'CF DEFECT', 'FIBER', 'LIGHT METAL']","['0.8423', '0.1543', '0.0020', '0.0005', '0.0003']","['OP', 'NP', 'UP', 'INT']","['0.9993', '0.0005', '5.0847', '3.1269']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B5BH1VR-1-3.jpg,OP,OP,0.9999,POLYMER,POLYMER,0.9307,"['POLYMER', 'FIBER', 'GLASS CULLET', 'M1-ABNORMAL', 'AS-RESIDUE-E']","['0.9307', '0.0635', '0.0054', '9.2432', '5.8693']","['OP', 'NP', 'UP', 'INT']","['0.9999', '5.0255', '3.2048', '8.0622']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B5AZ6CT-1-3.jpg,UP,UP,0.9978,POLYMER,PI SPOT-WITH PAR,0.5015,"['PI SPOT-WITH PAR', 'POLYMER', 'FIBER', 'PV-HOLE-T', 'AS-RESIDUE-E']","['0.5015', '0.3490', '0.1299', '0.0168', '0.0024']","['UP', 'NP', 'OP', 'INT']","['0.9978', '0.0014', '0.0006', '1.8816']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF REPAIR FAIL@NP@CF@CF_B62X2DD-1-3.jpg,NP,NP,0.9020,CF REPAIR FAIL,CF REPAIR FAIL,0.7058,"['CF REPAIR FAIL', 'CF DEFECT', 'POLYMER', 'GLASS CULLET', 'CF PS DEFORMATION']","['0.7058', '0.2414', '0.0301', '0.0178', '0.0027']","['NP', 'OP', 'UP', 'INT']","['0.9020', '0.0978', '5.9769', '1.6913']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_B5CU5WT-1-3.jpg,NP,UP,0.8093,M1-ABNORMAL,PI SPOT-WITH PAR,0.6904,"['PI SPOT-WITH PAR', 'POLYMER', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'PV-HOLE-T']","['0.6904', '0.0926', '0.0897', '0.0608', '0.0403']","['UP', 'NP', 'OP', 'INT']","['0.8093', '0.1458', '0.0447', '7.5591']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF DEFECT@NP@CF@CF_B5DD5NE-1-3.jpg,NP,NP,0.9937,CF DEFECT,CF DEFECT,0.9371,"['CF DEFECT', 'CF REPAIR FAIL', 'GLASS CULLET', 'POLYMER', 'CF PS DEFORMATION']","['0.9371', '0.0586', '0.0036', '0.0003', '0.0001']","['NP', 'OP', 'UP', 'INT']","['0.9937', '0.0062', '2.6907', '1.8910']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF REPAIR FAIL@NP@CF@CF_B5BH8TF-1-3.jpg,NP,NP,0.9719,CF REPAIR FAIL,CF REPAIR FAIL,0.9879,"['CF REPAIR FAIL', 'CF DEFECT', 'FIBER', 'GLASS CULLET', 'POLYMER']","['0.9879', '0.0073', '0.0024', '0.0012', '0.0003']","['NP', 'OP', 'UP', 'INT']","['0.9719', '0.0278', '0.0002', '1.9676']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_B5CU5YT-1-3.jpg,NP,NP,0.7465,M1-ABNORMAL,ITO-RESIDUE-T,0.3548,"['ITO-RESIDUE-T', 'AS-RESIDUE-E', 'PI SPOT-WITH PAR', 'POLYMER', 'PV-HOLE-T']","['0.3548', '0.2379', '0.2089', '0.0934', '0.0854']","['NP', 'UP', 'OP', 'INT']","['0.7465', '0.1695', '0.0838', '0.0001']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B53U41R-1-3.jpg,OP,OP,0.9999,GLASS CULLET,POLYMER,0.8699,"['POLYMER', 'GLASS CULLET', 'FIBER', 'CF REPAIR FAIL', 'LIGHT METAL']","['0.8699', '0.1173', '0.0126', '6.6824', '1.6882']","['OP', 'NP', 'UP', 'INT']","['0.9999', '1.6337', '1.5324', '6.4038']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B37G9FM-1-3.jpg,UP,UP,0.6434,FIBER,AS-RESIDUE-E,0.5430,"['AS-RESIDUE-E', 'PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'FIBER', 'POLYMER']","['0.5430', '0.2813', '0.1118', '0.0220', '0.0209']","['UP', 'NP', 'OP', 'INT']","['0.6434', '0.3160', '0.0401', '0.0003']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF DEFECT@NP@CF@CF_B5B13VF-1-3.jpg,NP,NP,0.9650,CF DEFECT,CF DEFECT,0.9860,"['CF DEFECT', 'GLASS CULLET', 'CF PS DEFORMATION', 'CF REPAIR FAIL', 'POLYMER']","['0.9860', '0.0083', '0.0050', '0.0003', '8.8193']","['NP', 'OP', 'INT', 'UP']","['0.9650', '0.0344', '0.0003', '8.4950']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF REPAIR FAIL@NP@CF@CF_B6095EA-1-3.jpg,NP,NP,0.9982,CF REPAIR FAIL,CF REPAIR FAIL,0.9058,"['CF REPAIR FAIL', 'CF DEFECT', 'GLASS CULLET', 'M1-ABNORMAL', 'POLYMER']","['0.9058', '0.0933', '0.0003', '0.0002', '0.0001']","['NP', 'OP', 'UP', 'INT']","['0.9982', '0.0017', '7.2497', '6.4377']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF PS DEFORMATION@NP@CF@CF_B4TL4GD-1-3.jpg,NP,NP,0.9971,CF PS DEFORMATION,CF PS DEFORMATION,0.5181,"['CF PS DEFORMATION', 'CF DEFECT', 'CF REPAIR FAIL', 'GLASS CULLET', 'POLYMER']","['0.5181', '0.4769', '0.0038', '0.0004', '0.0002']","['NP', 'OP', 'UP', 'INT']","['0.9971', '0.0026', '0.0002', '3.6714']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B14N9SD-1-3.jpg,UP,NP,0.7768,FIBER,M1-ABNORMAL,0.9975,"['M1-ABNORMAL', 'POLYMER', 'ESD', 'PV-HOLE-T', 'GLASS BROKEN']","['0.9975', '0.0021', '0.0001', '9.0561', '1.2391']","['NP', 'UP', 'INT', 'OP']","['0.7768', '0.1876', '0.0324', '0.0030']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B5AL2LF-1-3.jpg,NP,NP,0.9960,AS-RESIDUE-E,AS-RESIDUE-E,0.9993,"['AS-RESIDUE-E', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'POLYMER', 'M1-ABNORMAL']","['0.9993', '0.0004', '8.1605', '7.9066', '6.9941']","['NP', 'OP', 'UP', 'INT']","['0.9960', '0.0038', '8.2907', '1.4479']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF REPAIR FAIL@NP@CF@CF_B5AZ8MA-1-3.jpg,NP,NP,0.9637,CF REPAIR FAIL,CF REPAIR FAIL,0.9707,"['CF REPAIR FAIL', 'CF DEFECT', 'GLASS CULLET', 'FIBER', 'M1-ABNORMAL']","['0.9707', '0.0209', '0.0044', '0.0019', '0.0010']","['NP', 'OP', 'UP', 'INT']","['0.9637', '0.0362', '6.4417', '3.3554']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B56301R-1-3.jpg,OP,OP,0.9988,GLASS CULLET,GLASS CULLET,0.8957,"['GLASS CULLET', 'POLYMER', 'CF DEFECT', 'LIGHT METAL', 'CF REPAIR FAIL']","['0.8957', '0.0946', '0.0091', '0.0001', '0.0001']","['OP', 'NP', 'INT', 'UP']","['0.9988', '0.0009', '0.0001', '2.7081']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B54B2VJ-1-3.jpg,OP,OP,0.9998,FIBER,FIBER,0.5382,"['FIBER', 'POLYMER', 'GLASS CULLET', 'CF REPAIR FAIL', 'M1-ABNORMAL']","['0.5382', '0.4596', '0.0019', '5.2260', '4.2958']","['OP', 'NP', 'UP', 'INT']","['0.9998', '6.6973', '3.6648', '1.3959']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_H1CV5BF-1-3.jpg,UP,UP,0.8490,PI SPOT-WITH PAR,POLYMER,0.5866,"['POLYMER', 'PI SPOT-WITH PAR', 'AS-RESIDUE-E', 'FIBER', 'PV-HOLE-T']","['0.5866', '0.2002', '0.0992', '0.0587', '0.0281']","['UP', 'NP', 'OP', 'INT']","['0.8490', '0.0953', '0.0553', '0.0002']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_B55Q7AG-1-3.jpg,NP,NP,0.8949,M1-ABNORMAL,ITO-RESIDUE-T,0.6675,"['ITO-RESIDUE-T', 'M1-ABNORMAL', 'PV-HOLE-T', 'POLYMER', 'PI SPOT-WITH PAR']","['0.6675', '0.1692', '0.0506', '0.0500', '0.0492']","['NP', 'UP', 'OP', 'INT']","['0.8949', '0.0564', '0.0486', '2.7859']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B51D0AT-2-3.jpg,UP,UP,0.9990,POLYMER,PI SPOT-WITH PAR,0.9008,"['PI SPOT-WITH PAR', 'POLYMER', 'FIBER', 'LIGHT METAL', 'PV-HOLE-T']","['0.9008', '0.0986', '0.0002', '0.0001', '9.5591']","['UP', 'OP', 'NP', 'INT']","['0.9990', '0.0008', '6.3548', '4.4977']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_B56L0HD-1-3.jpg,UP,UP,0.9717,LIGHT METAL,LIGHT METAL,0.9741,"['LIGHT METAL', 'GLASS CULLET', 'CF DEFECT', 'POLYMER', 'CF REPAIR FAIL']","['0.9741', '0.0181', '0.0044', '0.0024', '0.0005']","['UP', 'OP', 'NP', 'INT']","['0.9717', '0.0220', '0.0061', '3.4346']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF REPAIR FAIL@NP@CF@CF_B4TL4DD-1-3.jpg,NP,NP,0.9303,CF REPAIR FAIL,CF DEFECT,0.6959,"['CF DEFECT', 'CF REPAIR FAIL', 'POLYMER', 'GLASS CULLET', 'CF PS DEFORMATION']","['0.6959', '0.2640', '0.0194', '0.0164', '0.0019']","['NP', 'OP', 'UP', 'INT']","['0.9303', '0.0675', '0.0021', '1.0658']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B5AZ5WT-1-3.jpg,NP,NP,0.9997,AS-RESIDUE-E,AS-RESIDUE-E,0.9927,"['AS-RESIDUE-E', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'M1-ABNORMAL', 'POLYMER']","['0.9927', '0.0070', '9.3695', '5.7529', '1.6571']","['NP', 'OP', 'UP', 'INT']","['0.9997', '0.0001', '5.7346', '1.1927']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B4R41JT-1-3.jpg,UP,UP,0.9984,POLYMER,FIBER,0.7963,"['FIBER', 'POLYMER', 'PI SPOT-WITH PAR', 'PV-HOLE-T', 'AS-RESIDUE-E']","['0.7963', '0.1219', '0.0810', '0.0004', '0.0001']","['UP', 'OP', 'NP', 'INT']","['0.9984', '0.0014', '0.0001', '3.5273']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B5BL62C-1-3.jpg,INT,INT,0.9064,ESD,AS-RESIDUE-E,0.9850,"['AS-RESIDUE-E', 'GLASS BROKEN', 'ESD', 'M1-ABNORMAL', 'ITO-RESIDUE-T']","['0.9850', '0.0108', '0.0039', '3.8644', '3.1308']","['INT', 'NP', 'UP', 'OP']","['0.9064', '0.0927', '0.0007', '3.0961']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_H1CV5BE-1-3.jpg,UP,UP,0.6614,PI SPOT-WITH PAR,POLYMER,0.3595,"['POLYMER', 'AS-RESIDUE-E', 'FIBER', 'M1-ABNORMAL', 'PV-HOLE-T']","['0.3595', '0.2795', '0.1905', '0.0670', '0.0637']","['UP', 'NP', 'OP', 'INT']","['0.6614', '0.2480', '0.0903', '0.0001']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF REPAIR FAIL@NP@CF@CF_B60N7PR-1-3.jpg,NP,NP,0.9775,CF REPAIR FAIL,CF REPAIR FAIL,0.8043,"['CF REPAIR FAIL', 'CF DEFECT', 'FIBER', 'POLYMER', 'GLASS CULLET']","['0.8043', '0.1856', '0.0025', '0.0020', '0.0020']","['NP', 'OP', 'UP', 'INT']","['0.9775', '0.0223', '4.8681', '1.2253']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF PS DEFORMATION@NP@CF@CF_B57R9FC-1-3.jpg,NP,NP,0.5967,CF PS DEFORMATION,CF DEFECT,0.4378,"['CF DEFECT', 'GLASS CULLET', 'CF REPAIR FAIL', 'POLYMER', 'CF PS DEFORMATION']","['0.4378', '0.3242', '0.1131', '0.0654', '0.0473']","['NP', 'OP', 'UP', 'INT']","['0.5967', '0.4032', '4.7141', '1.9521']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_B5A613A-1-3.jpg,NP,NP,0.8496,PV-HOLE-T,ITO-RESIDUE-T,0.4356,"['ITO-RESIDUE-T', 'PI SPOT-WITH PAR', 'AS-RESIDUE-E', 'PV-HOLE-T', 'M1-ABNORMAL']","['0.4356', '0.2530', '0.2393', '0.0383', '0.0210']","['NP', 'UP', 'OP', 'INT']","['0.8496', '0.1370', '0.0131', '0.0001']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B54H6MB-1-3.jpg,NP,NP,0.8800,ITO-RESIDUE-T,ITO-RESIDUE-T,0.7362,"['ITO-RESIDUE-T', 'POLYMER', 'M1-ABNORMAL', 'AS-RESIDUE-E', 'PV-HOLE-T']","['0.7362', '0.1329', '0.0967', '0.0280', '0.0044']","['NP', 'OP', 'UP', 'INT']","['0.8800', '0.1153', '0.0046', '3.5660']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B56G8YE-1-3.jpg,NP,UP,0.5562,AS-RESIDUE-E,PI SPOT-WITH PAR,0.5908,"['PI SPOT-WITH PAR', 'AS-RESIDUE-E', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'POLYMER']","['0.5908', '0.2086', '0.1124', '0.0606', '0.0228']","['UP', 'NP', 'OP', 'INT']","['0.5562', '0.4034', '0.0400', '0.0001']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF DEFECT@NP@CF@CF_B5CF2DB-1-3.jpg,NP,NP,0.7788,CF DEFECT,CF DEFECT,0.8688,"['CF DEFECT', 'GLASS CULLET', 'CF REPAIR FAIL', 'POLYMER', 'CF PS DEFORMATION']","['0.8688', '0.1088', '0.0100', '0.0085', '0.0031']","['NP', 'OP', 'UP', 'INT']","['0.7788', '0.2201', '0.0005', '0.0004']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF PS DEFORMATION@NP@CF@CF_B31N8JA-1-3.jpg,NP,NP,0.9971,CF PS DEFORMATION,CF DEFECT,0.8836,"['CF DEFECT', 'CF REPAIR FAIL', 'CF PS DEFORMATION', 'GLASS CULLET', 'POLYMER']","['0.8836', '0.0892', '0.0231', '0.0036', '0.0002']","['NP', 'OP', 'INT', 'UP']","['0.9971', '0.0027', '8.7639', '1.3100']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF REPAIR FAIL@NP@CF@CF_B61Y7QT-1-3.jpg,NP,NP,0.6508,CF REPAIR FAIL,CF REPAIR FAIL,0.4066,"['CF REPAIR FAIL', 'CF DEFECT', 'POLYMER', 'CF PS DEFORMATION', 'FIBER']","['0.4066', '0.1912', '0.1649', '0.1400', '0.0640']","['NP', 'OP', 'UP', 'INT']","['0.6508', '0.3482', '0.0008', '1.9927']"
